number,google_code,종목코드,company_name,업종,업종,상장주식수(주),자본금(백만원),액면가(원),통화구분,대표전화,주소
306,KRX:001270,1270,부국증권,116601,금융지원 서비스업,10369886,66849430000,5000,원(KRW),02-368-9200,서울 영등포구 여의도동 34-2
307,KRX:026940,26940,부국철강,32401,1차 철강 제조업,20000000,10000000000,500,원(KRW),062-954-3806,광주광역시 광산구 하남산단9번로 90 (안청동)
308,KRX:015350,15350,부산도시가스,43502,가스 제조 및 배관공급업,11000000,55000000000,5000,원(KRW),051-607-1178,부산광역시 수영구 황령대로 513
309,KRX:011390,11390,부산산업,32309,기타 비금속 광물제품 제조업,1056000,5280000000,5000,원(KRW),051-315-8338,부산광역시 사상구 장인로 35 (감전동)
310,KRX:005030,5030,부산주공,33003,자동차 부품 제조업,13949256,6974628000,500,원(KRW),052-231-3834,울산광역시 울주군 온산읍 회학1길 54
311,KRX:100220,100220,비상교육,105801,"서적, 잡지 및 기타 인쇄물 출판업",12996741,6498370500,500,원(KRW),154-4055-4,"서울특별시 구로구 디지털로 33길 48(구로동,대륭포스트타워7차19층)"
312,KRX:005180,5180,빙그레,31005,낙농제품 및 식용빙과류 제조업,9851241,49756205000,5000,원(KRW),02-2022-6000,경기도 남양주시 미금로65번길 45 (도농동) (주)빙그레
313,KRX:003960,3960,사조대림,31002,수산물 가공 및 저장 처리업,5960575,29802875000,5000,원(KRW),02-3470-6000,서울특별시 서초구 남부순환로 2159
314,KRX:007160,7160,사조산업,10301,어로 어업,5000000,25000000000,5000,원(KRW),02-3277-1600,서울특별시 서대문구 통일로 107-39 사조산업빌딩 5층
315,KRX:014710,14710,사조씨푸드,31002,수산물 가공 및 저장 처리업,17218543,17218543000,1000,원(KRW),02-721-6555,"서울특별시 서대문구 통일로 107-39 502(충정로2가, 사조빌딩)"
316,KRX:006090,6090,사조오양,10301,어로 어업,9422739,47113695000,5000,원(KRW),02-3470-6030,서울특별시 서초구 남부순환로 2159 (방배동)
317,KRX:079660,79660,사조해표,31007,기타 식품 제조업,7160000,35800000000,5000,원(KRW),02-2007-3112,"서울특별시 서초구 남부순환로 2159 (방배동,3층)"
318,KRX:005090,5090,삼광글라스,32301,유리 및 유리제품 제조업,4854418,24272090000,5000,원(KRW),02-489-8000,"서울특별시 서초구 양재대로 246 2층,3층 한국소비자원"
319,KRX:005610,5610,삼립식품,31007,기타 식품 제조업,8629009,43145045000,5000,원(KRW),02-2276-5061,경기도 시흥시 공단1대로 101
320,KRX:001470,1470,삼부토건,64102,토목 건설업,8802687,44013435000,5000,원(KRW),02-3706-2114,서울특별시 중구 퇴계로 63 삼부빌딩
321,KRX:006400,6400,삼성SDI,32802,일차전지 및 축전지 제조업,68764530,356712130000,5000,원(KRW),031-8006-3100,경기도 용인시 기흥구 공세로 150-20
322,KRX:006660,6660,삼성공조,33003,자동차 부품 제조업,8126314,4063157000,500,원(KRW),055-280-2733,경상남도 창원시 성산구 연덕로 176 삼성공조(주)
323,KRX:028260,28260,삼성물산,74607,기타 전문 도매업,189690043,19131748300,100,원(KRW),02-759-0290,서울특별시 중구 세종대로 67 삼성본관빌딩
324,KRX:032830,32830,삼성생명,116501,보험업,200000000,100000000000,500,원(KRW),02-751-8157,서울특별시 중구 세종대로 55 삼성생명빌딩
325,KRX:018260,18260,삼성에스디에스,106201,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",77377800,38688900000,500,원(KRW),02-6155-3114,서울특별시 송파구 올림픽로35길 125(신천동)
326,KRX:028050,28050,삼성엔지니어링,137201,"건축기술, 엔지니어링 및 관련기술 서비스업",40000000,200000000000,5000,원(KRW),02-2053-3000,서울특별시 강동구 상일동 500 삼성 GEC
327,KRX:009150,9150,삼성전기,32602,전자부품 제조업,74693696,388003400000,5000,원(KRW),031-210-5114,경기도 수원시 영통구 매영로 150
328,KRX:005930,5930,삼성전자,32604,통신 및 방송 장비 제조업,147299337,897513820000,5000,원(KRW),031-200-1114,경기도 수원시 영통구 삼성로 129 (매탄동)
329,KRX:004000,4000,삼성정밀화학,32001,기초화학물질 제조업,25800000,129000000000,5000,원(KRW),052-270-6112-4,울산광역시 남구 여천로217번길 19
330,KRX:001360,1360,삼성제약,32102,의약품 제조업,26481948,13240974000,500,원(KRW),031-353-6681,경기도 화성시 향남읍 제약공단2길 35 삼성제약(주)
331,KRX:010140,10140,삼성중공업,33101,선박 및 보트 건조업,230875386,1154951155000,5000,원(KRW),02-3458-6177,서울특별시 서초구 서초대로74길 4 삼성생명서초타워
332,KRX:016360,16360,삼성증권,116601,금융지원 서비스업,76435165,394153905000,5000,원(KRW),02-2020-8000,서울특별시 중구 세종대로 67
333,KRX:068290,68290,삼성출판사,105801,"서적, 잡지 및 기타 인쇄물 출판업",10000000,5000000000,500,원(KRW),02-3470-6800,서울특별시 서초구 명달로 94 (주)삼성출판사
334,KRX:029780,29780,삼성카드,116409,기타 금융업,115858891,614794455000,5000,원(KRW),02-1588-8700,서울특별시 중구 세종대로 67
335,KRX:000810,810,삼성화재해상보험,116501,보험업,47374837,26473418500,500,원(KRW),02-1588-5114,서울 중구 을지로1가 87
336,KRX:006110,6110,삼아알미늄,32402,1차 비철금속 제조업,11000000,5500000000,500,원(KRW),031-467-6800,경기도 평택시 포승읍 평택항로 92 삼아알미늄 주식회사
337,KRX:145990,145990,삼양사,31007,기타 식품 제조업,6136619,31506495000,5000,원(KRW),02-740-7114,서울특별시 종로구 종로33길 31 삼양사
338,KRX:003230,3230,삼양식품,31007,기타 식품 제조업,7533015,37665075000,5000,원(KRW),02-940-3000,서울특별시 성북구 오패산로3길 104
339,KRX:003940,3940,삼양제넥스,31007,기타 식품 제조업,1905907,10387970000,5000,원(KRW),02-740-7115,서울특별시 종로구 종로33길 31
340,KRX:002170,2170,삼양통상,31501,"가죽, 가방 및 유사제품 제조업",3000000,15000000000,5000,원(KRW),02-3453-3961,서울특별시 강남구 테헤란로 301(역삼동) 삼정개발빌딩 6층
341,KRX:000070,70,삼양홀딩스,137105,"회사본부, 지주회사 및 경영컨설팅 서비스업",8564271,44341645000,5000,원(KRW),02-740-7114,서울특별시 종로구 종로33길 31
342,KRX:002810,2810,삼영무역,74607,기타 전문 도매업,16466623,8233311500,500,원(KRW),02-320-4114,서울특별시 마포구 양화로 111
343,KRX:005680,5680,삼영전자공업,32602,전자부품 제조업,20000000,10000000000,500,원(KRW),031-743-6701,경기도 성남시 중원구 사기막골로 47 (상대원동)
344,KRX:003720,3720,삼영화학공업,32202,플라스틱제품 제조업,34000000,17000000000,500,원(KRW),02-757-2291-3,"서울특별시 종로구 청계천로 35 13층(서린동, 관정빌딩)"
345,KRX:023000,23000,삼원강재,33003,자동차 부품 제조업,40000000,20000000000,500,원(KRW),054-278-1983-8,경상북도 포항시 남구 대송면 철강산단로66번길 40
346,KRX:004380,4380,삼익THK,32901,일반 목적용 기계 제조업,21000000,10500000000,500,원(KRW),053-665-7000,대구광역시 달서구 성서동로 163
347,KRX:002450,2450,삼익악기,33302,악기 제조업,83864249,41932124500,500,원(KRW),043-1688-3151,충청북도 음성군 소이면 소이로 313
348,KRX:000520,520,삼일제약,32102,의약품 제조업,5500000,5500000000,1000,원(KRW),02-520-0300,"서울특별시 서초구 효령로 155 (방배동, 삼일제약 사옥)"
349,KRX:009770,9770,삼정펄프,31701,"펄프, 종이 및 판지 제조업",2499971,12499855000,5000,원(KRW),02-743-7071,경기 평택시 고덕면 해창리 250
350,KRX:005500,5500,삼진제약,32102,의약품 제조업,13900000,13900000000,1000,원(KRW),02-3140-0700,서울특별시 마포구 와우산로 121 삼진제약사옥
351,KRX:004690,4690,삼천리,43502,가스 제조 및 배관공급업,4055025,20275125000,5000,원(KRW),02-368-3300,"서울특별시 영등포구 국제금융로6길 42 (여의도동, 삼천리빌딩)"
352,KRX:001880,1880,삼호,64101,건물 건설업,15179766,75898830000,5000,원(KRW),032-518-3535,인천광역시 남동구 미래로 14
353,KRX:010960,10960,삼호개발,64201,기반조성 및 시설물 축조관련 전문공사업,25000000,12500000000,500,원(KRW),02-2046-7722,충청남도 당진시 면천면 면천로 183
354,KRX:004450,4450,삼화왕관,32509,기타 금속가공제품 제조업,2154379,10771895000,5000,원(KRW),031-490-8400,경기도 안산시 단원구 강촌로 140 삼화왕관(주)
355,KRX:009470,9470,삼화전기,32602,전자부품 제조업,6613820,6613820000,1000,원(KRW),043-261-0200,충청북도 청주시 흥덕구 봉명로 3 (복대동)
356,KRX:011230,11230,삼화전자공업,32605,영상 및 음향기기 제조업,13243820,13243820000,1000,원(KRW),031-374-5501,경기도 용인시 처인구 남사면 경기동로 215 삼화전자공업(주)
357,KRX:001820,1820,삼화콘덴서공업,32602,전자부품 제조업,10395000,10395000000,1000,원(KRW),031-332-6441,경기도 용인시 처인구 남사면 경기동로 227
358,KRX:000390,390,삼화페인트공업,32004,기타 화학제품 제조업,22400000,11200000000,500,원(KRW),031-499-0394-6,경기도 안산시 단원구 별망로 178
359,KRX:013700,13700,삼환까뮤,64101,건물 건설업,4515228,22576140000,5000,원(KRW),031-633-9114,경기도 이천시 대월면 경충대로 1937번길 57
360,KRX:041650,41650,상신브레이크,33003,자동차 부품 제조업,21471450,10735725000,500,원(KRW),053-616-9555,대구광역시 달성군 논공읍 논공중앙로33길 10
361,KRX:075180,75180,새론오토모티브,33003,자동차 부품 제조업,19200000,9600000000,500,원(KRW),041-560-4114,충청남도 천안시 동남구 병천면 가전5길 133
362,KRX:007540,7540,샘표식품,31007,기타 식품 제조업,4444000,4444000000,1000,원(KRW),02-3393-5500,서울특별시 중구 충무로 2
363,KRX:007860,7860,서연,137105,"회사본부, 지주회사 및 경영컨설팅 서비스업",22485004,11242502000,500,원(KRW),02-2618-5231,서울특별시 강남구 강남대로 330
364,KRX:017390,17390,서울도시가스,43502,가스 제조 및 배관공급업,5000000,35000000000,5000,원(KRW),02-810-8000,서울특별시 강서구 공항대로 607 (염창동)
365,KRX:004410,4410,서울식품공업,31007,기타 식품 제조업,13216400,33263450000,2500,원(KRW),043-720-7000,충청북도 충주시 충원대로 862
366,KRX:021050,21050,서원,32403,금속 주조업,27974590,13987295000,500,원(KRW),031-365-8700,"경기도 안산시 단원구 산단로67번길 94 (목내동, (주)서원)"
367,KRX:008490,8490,서흥,32004,기타 화학제품 제조업,11569113,6084556500,500,원(KRW),043-249-4100,충청북도 청주시 흥덕구 오송읍 오송생명로 61 -
368,KRX:007610,7610,선도전기,32801,"전동기, 발전기 및 전기 변환 공급 제어 장치 제조업",18000000,9000000000,500,원(KRW),031-491-2284,경기도 안산시 단원구 원시로 86
369,KRX:136490,136490,선진,31008,동물용 사료 및 조제식품 제조업,8140000,4070000000,500,원(KRW),031-637-1180,경기도 이천시 대월면 사동로 76
370,KRX:002820,2820,선창산업,31602,나무제품 제조업,12428168,12428168000,1000,원(KRW),032-770-3000,인천광역시 중구 월미로 96
371,KRX:014910,14910,성문전자,32602,전자부품 제조업,15161348,7880674000,500,원(KRW),031-650-2800,경기도 평택시 세교산단로 61
372,KRX:003080,3080,성보화학,32004,기타 화학제품 제조업,2002000,10010000000,5000,원(KRW),02-3789-3800,경기도 고양시 덕양구 대덕산로 106
373,KRX:004980,4980,성신양회,32303,"시멘트, 석회, 플라스터 및 그 제품 제조업",23528636,126109360000,5000,원(KRW),02-3782-7000,서울특별시 종로구 인사동5길 29
374,KRX:011300,11300,성안,31302,직물직조 및 직물제품 제조업,56857860,28428930000,500,원(KRW),053-382-4772,대구광역시 북구 검단동로 35 (검단동)
375,KRX:005980,5980,성지건설,64102,토목 건설업,9746620,48733100000,5000,원(KRW),031-272-0972,경기도 용인시 수지구 수지로296번길 51-9
376,KRX:000180,180,성창기업지주,137105,"회사본부, 지주회사 및 경영컨설팅 서비스업",5775160,30000000000,5000,원(KRW),051-260-3333,부산광역시 사하구 다대로 627 (다대동)
377,KRX:002420,2420,세기상사,105901,"영화, 비디오물, 방송프로그램 제작 및 배급업",407592,2037960000,5000,원(KRW),02-3393-3500,서울특별시 중구 퇴계로 212
378,KRX:004360,4360,세방,84903,도로 화물 운송업,19308690,11498970000,500,원(KRW),051-630-5300,부산광역시 남구 북항로 141
379,KRX:004490,4490,세방전지,32802,일차전지 및 축전지 제조업,14000000,7000000000,500,원(KRW),02-3451-6201,서울특별시 강남구 선릉로 433
380,KRX:001430,1430,세아베스틸,32401,1차 철강 제조업,35862119,219310595000,5000,원(KRW),02-6970-2021,서울시 마포구 양화로 45
381,KRX:003030,3030,세아제강,32401,1차 철강 제조업,6000000,30000000000,5000,원(KRW),02-6970-1000,서울시마포구 양화로 45
382,KRX:019440,19440,세아특수강,32401,1차 철강 제조업,8570000,42850000000,5000,원(KRW),054-285-4771,경상북도 포항시 남구 괴동로 40
383,KRX:058650,58650,세아홀딩스,137105,"회사본부, 지주회사 및 경영컨설팅 서비스업",4000000,20000000000,5000,원(KRW),02-6970-0110,서울특별시 마포구 양화로 45
384,KRX:013000,13000,세우글로벌,74607,기타 전문 도매업,23690705,11845352500,500,원(KRW),032-868-1100,인천광역시 남구 염전로261번길 26-48
385,KRX:091090,91090,세원셀론텍,32501,"구조용 금속제품, 탱크 및 증기발생기 제조업",45809880,22904940000,500,원(KRW),02-2167-9000,서울특별시 영등포구 의사당대로 83 한국휴렛팩커드빌딩 6층 세원셀론텍(주)
386,KRX:021820,21820,세원정공,33003,자동차 부품 제조업,10000000,5000000000,500,원(KRW),053-582-5161,대구광역시 달서구 달서대로 554
387,KRX:067830,67830,세이브존I&C,74701,종합 소매업,41040895,41040895000,1000,원(KRW),032-320-9032,서울특별시 노원구 한글비석로 57 (하계동)
388,KRX:033530,33530,세종공업,33003,자동차 부품 제조업,20054430,10027215000,500,원(KRW),052-219-1699,울산광역시 북구 공단길 4 (효문동)
389,KRX:027970,27970,세하,31701,"펄프, 종이 및 판지 제조업",19682220,19682220000,1000,원(KRW),02-2056-8800,대구광역시 달성군 유가면 비슬로96길 97
390,KRX:145210,145210,세화아이엠씨,32902,특수 목적용 기계 제조업,11882640,5941320000,500,원(KRW),062-944-6161,광주광역시 북구 첨단연신로29번길 26
391,KRX:004430,4430,송원산업,32001,기초화학물질 제조업,24000000,12000000000,500,원(KRW),052-273-9841,울산광역시 남구 장생포로 83
392,KRX:017550,17550,수산중공업,32902,특수 목적용 기계 제조업,50450590,25225295000,500,원(KRW),031-352-7733,경기도 화성시 양감면 정문송산로 260
393,KRX:003060,3060,슈넬생명과학,32102,의약품 제조업,80407447,40203723500,500,원(KRW),02-561-4011,"서울특별시 송파구 오금로19길 6 301호(방이동, 강호빌딩)"
394,KRX:016590,16590,신대양제지,31702,"골판지, 종이 상자 및 종이 용기 제조업",3869237,19346185000,5000,원(KRW),031-494-7911,경기도 안산시 단원구 목내로 29
395,KRX:029530,29530,신도리코,32603,컴퓨터 및 주변장치 제조업,10080029,50400145000,5000,원(KRW),02-460-1114,서울특별시 성동구 성수이로24길 3 (주)신도리코
396,KRX:004970,4970,신라교역,10301,어로 어업,16000000,8000000000,500,원(KRW),02-3434-9900,서울특별시 송파구 백제고분로 362 신리빌딩
397,KRX:011930,11930,신성솔라에너지,32601,반도체 제조업,75525800,37872900000,500,원(KRW),031-788-9500,경기도 성남시 분당구 대왕판교로395번길 8 (백현동 404-1) 신성솔라에너지
398,KRX:104120,104120,신성에프에이,32902,특수 목적용 기계 제조업,17626262,8813131000,500,원(KRW),031-7889-453,경기도 성남시 분당구 대왕판교로 395번길 8(백현동)
399,KRX:104110,104110,신성이엔지,32902,특수 목적용 기계 제조업,17626262,8813131000,500,원(KRW),031-7889-453,경기도 성남시 분당구 대왕판교로395번길 8 백현동 404-1
400,KRX:005390,5390,신성통상,74607,기타 전문 도매업,143708390,71854195000,500,원(KRW),02-3709-9000,서울특별시 강동구 풍성로63길 84(둔촌동)
401,KRX:004170,4170,신세계,74701,종합 소매업,9845181,49225905000,5000,원(KRW),02-727-1234,서울특별시 중구 소공로 63 (충무로1가) 신세계백화점건물 (주)신세계
402,KRX:035510,35510,신세계I&C,106301,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개서비스업",1720000,8600000000,5000,원(KRW),02-3397-1234,"서울특별시 중구 소공로 48 10층(회현로2가, 프라임타워)"
403,KRX:034300,34300,신세계건설,64101,건물 건설업,4000000,20000000000,5000,원(KRW),02-3406-6620,서울특별시 중구 장충단로 180 신세계건설
404,KRX:031430,31430,신세계인터내셔날,74704,"섬유, 의복, 신발 및 가죽제품 소매업",7140000,35700000000,5000,원(KRW),02-6979-1234,서울특별시 강남구 도산대로 449 -
405,KRX:031440,31440,신세계푸드,95601,음식점업,3872480,19362400000,5000,원(KRW),02-3397-6000,"서울특별시 서초구 사평대로 205 BP 4-7 (반포동,센트럴파미에가든)"
406,KRX:006880,6880,신송홀딩스,137105,"회사본부, 지주회사 및 경영컨설팅 서비스업",11828858,5914429000,500,원(KRW),27801400,서울특별시 영등포구 여의나루로 53-1
407,KRX:005800,5800,신영와코루,31401,봉제의복 제조업,900000,4500000000,5000,원(KRW),02-818-5114,서울특별시 금천구 가산디지털1로 104 (주)신영와코루
408,KRX:001720,1720,신영증권,116601,금융지원 서비스업,9386237,82200000000,5000,원(KRW),02-2004-9000,"서울특별시 영등포구 국제금융로8길 16 (여의도동, 신영증권빌딩)"
409,KRX:025620,25620,신우,31501,"가죽, 가방 및 유사제품 제조업",61879225,6187922500,100,원(KRW),031-491-1841-5,경기도 양주시 남면 감악산로83번길 157 -
410,KRX:009270,9270,신원,31401,봉제의복 제조업,63303370,31697055000,500,원(KRW),02-3274-5000,서울특별시 마포구 독막로 328 신원빌딩
411,KRX:002700,2700,신일산업,74605,기계장비 및 관련 물품 도매업,71047521,35523760500,500,원(KRW),02-6309-7800,경기도 화성시 정남면 음양5길 4
412,KRX:019170,19170,신풍제약,32102,의약품 제조업,45218000,23709000000,500,원(KRW),031-491-6191,경기도 안산시 단원구 원시로 7
413,KRX:002870,2870,신풍제지,31701,"펄프, 종이 및 판지 제조업",3495870,17479350000,5000,원(KRW),02-2156-7521,경기도 평택시 고덕면 고덕로 144-32 신풍제지
414,KRX:005450,5450,신한,64101,건물 건설업,7022839,35114195000,5000,원(KRW),02-369-0001,경기도 성남시 중원구 산성대로 208
415,KRX:055550,55550,신한지주,116409,기타 금융업,474199587,2370997935000,5000,원(KRW),02-6360-3000,서울특별시 중구 세종대로9길 20 태평로2가
416,KRX:001770,1770,신화실업,32401,1차 철강 제조업,1214878,6074390000,5000,원(KRW),031-499-9922,"경기도 안산시 단원구 번영2로 31 (성곡동,시화4다706)"
417,KRX:004080,4080,신흥,74605,기계장비 및 관련 물품 도매업,9600000,6733070000,500,원(KRW),02-6366-2000,서울특별시 중구 청파로 450 (중림동) 신흥빌딩 8층 재경팀
418,KRX:102280,102280,쌍방울,31401,봉제의복 제조업,129124213,64562106500,500,원(KRW),02-3485-6000,서울특별시 강남구 도산대로 549(청담동)
419,KRX:047400,47400,쌍용머티리얼,32302,도자기 및 기타 요업제품 제조업,42000000,21000000000,500,원(KRW),053-580-4130,대구광역시 달서구 성서공단남로 151
420,KRX:003410,3410,쌍용양회공업,32303,"시멘트, 석회, 플라스터 및 그 제품 제조업",74660436,375639890000,5000,원(KRW),02-2270-5114,서울특별시 중구 수표로 34 씨티센터타워 7~9층
421,KRX:003620,3620,쌍용자동차,33003,자동차 부품 제조업,137220096,686100480000,5000,원(KRW),031-610-1114,경기도 평택시 동삭로 455-12
422,KRX:004770,4770,써니전자,32601,반도체 제조업,26460000,14180000000,500,원(KRW),043-853-1760,충청북도 충주시 목행산단2로 59
423,KRX:004920,4920,씨아이테크,74605,기계장비 및 관련 물품 도매업,34851677,17425838500,500,원(KRW),02-2038-7882,"서울특별시 송파구 충민로 10 문정동, 가든파이브툴 9층 S31-1"
424,KRX:112610,112610,씨에스윈드,32501,"구조용 금속제품, 탱크 및 증기발생기 제조업",17285715,8642857500,500,원(KRW),041-901-1827,충청남도 천안시 서북구 동서대로 129-12 백석대학빌딩
425,KRX:008700,8700,아남전자,32605,영상 및 음향기기 제조업,77124820,38562410000,500,원(KRW),02-6424-4700,서울특별시 구로구 디지털로27가길 27아남빌딩
426,KRX:090430,90430,아모레퍼시픽,32004,기타 화학제품 제조업,58458490,34508160000,500,원(KRW),02-709-5114,서울특별시 중구 청계천로 100
427,KRX:002790,2790,아모레퍼시픽그룹,137105,"회사본부, 지주회사 및 경영컨설팅 서비스업",79790980,43117375000,500,원(KRW),02-709-5093,서울특별시 중구 청계천로 100
428,KRX:090370,90370,아비스타,31401,봉제의복 제조업,15634461,7817230500,500,원(KRW),02-2189-7700,서울특별시 강남구 언주로 428(역삼동)
429,KRX:002030,2030,아세아,137105,"회사본부, 지주회사 및 경영컨설팅 서비스업",2191024,10955120000,5000,원(KRW),02-527-6582,서울특별시 강남구 논현로 430 아세아타워빌딩 14층
430,KRX:183190,183190,아세아시멘트,32303,"시멘트, 석회, 플라스터 및 그 제품 제조업",3295809,16479045000,5000,원(KRW),02-527-6582,서울 강남구 역삼2동 726 아세아타워빌딩 14층
431,KRX:002310,2310,아세아제지,31702,"골판지, 종이 상자 및 종이 용기 제조업",8956502,44782510000,5000,원(KRW),02-527-6882,서울특별시 강남구 논현로 430
432,KRX:083570,83570,아시아10호,126901,운송장비 임대업,2607905,13039525000,5000,원(KRW),02-559-1900,부산광역시 영도구 남항서로 6-7
433,KRX:020560,20560,아시아나항공,85101,정기 항공 운송업,195101365,975506825000,5000,원(KRW),02-2669-3114,서울특별시 강서구 오정로 443-83
434,KRX:083580,83580,아시아퍼시픽11호,126901,운송장비 임대업,2607905,13039525000,5000,원(KRW),02-559-1900,부산광역시 영도구 남항서로 6-7
435,KRX:083590,83590,아시아퍼시픽12호,126901,운송장비 임대업,2607905,13039525000,5000,원(KRW),02-559-1900,부산광역시 영도구 남항서로 6-7
436,KRX:083600,83600,아시아퍼시픽13호,126901,운송장비 임대업,2607905,13039525000,5000,원(KRW),02-559-1900,부산광역시 영도구 남항서로 6-7
437,KRX:083610,83610,아시아퍼시픽14호,126901,운송장비 임대업,1946194,9730970000,5000,원(KRW),02-559-1900,부산광역시 영도구 남항서로 6-7
438,KRX:083620,83620,아시아퍼시픽15호,126901,운송장비 임대업,1946583,9732915000,5000,원(KRW),02-559-1900,부산광역시 영도구 남항서로 6-7
439,KRX:122900,122900,아이마켓코리아,74608,상품 종합 도매업,35943340,18166670000,500,원(KRW),02-3708-5678,서울특별시 강남구 삼성로 512 삼성동빌딩 16층
440,KRX:010780,10780,아이에스동서,32302,도자기 및 기타 요업제품 제조업,27243961,13621980500,500,원(KRW),02-3218-6701,서울특별시 강남구 영동대로 741
441,KRX:003560,3560,아이에이치큐,105901,"영화, 비디오물, 방송프로그램 제작 및 배급업",143309751,71654875500,500,원(KRW),02-6005-6230,서울특별시 강남구 선릉로 629 싸이더스HQ타워
442,KRX:039570,39570,아이콘트롤스,64203,전기 및 통신 공사업,8230000,4115000000,500,원(KRW),031-785-1711,경기도 성남시 분당구 정자일로213번길 5
443,KRX:033660,33660,아주캐피탈,116409,기타 금융업,57545890,287729450000,5000,원(KRW),02-2017-5400,대전광역시 서구 대덕대로 239
444,KRX:101140,101140,아티스,74604,가정용품 도매업,20027281,10013640500,500,원(KRW),031-420-4900,"경기도 평택시 통미로 23 (합정동,1층)"
445,KRX:001780,1780,알루코,32402,1차 비철금속 제조업,65553378,32776689000,500,원(KRW),042-605-8300,대전광역시 대덕구 대화로119번길 31
446,KRX:002250,2250,알보젠코리아,32102,의약품 제조업,11857922,59289610000,5000,원(KRW),02-2047-7712,"서울특별시 영등포구 국제금융로10, 13층(여의도동, 서울국제금융센터 투 아이에프씨동)"
447,KRX:161000,161000,애경유화,32004,기타 화학제품 제조업,3204000,16020000000,5000,,02-850-2000,서울특별시 구로구 공원로 7
448,KRX:011090,11090,에넥스,33201,가구 제조업,59991641,29995820500,500,원(KRW),02-2185-2000,서울특별시 서초구 서초대로73길 40(서초동)
449,KRX:005850,5850,에스엘,33003,자동차 부품 제조업,33865090,16932545000,500,원(KRW),053-850-8511,대구광역시 북구 노원로 85
450,KRX:012750,12750,에스원,147503,"경비, 경호 및 탐정업",37999178,18999589000,500,원(KRW),00-1588-3112,서울 중구 순화동 168 에스원빌딩 17층 총무팀
451,KRX:123700,123700,에스제이엠,33003,자동차 부품 제조업,15604898,7802449000,500,원(KRW),031-490-3838,경기도 안산시 단원구 별망로459번길 20 (주)에스제이엠
452,KRX:025530,25530,에스제이엠홀딩스,137105,"회사본부, 지주회사 및 경영컨설팅 서비스업",14934008,7467004000,500,원(KRW),031-491-4151,경기도 안산시 단원구 별망로459번길 20
453,KRX:210980,210980,에스케이디앤디,126801,부동산 임대 및 공급업,10770000,10770000000,1000,원(KRW),02-398-4700,경기도 성남시 분당구 판교로 332 (삼평동)
454,KRX:023960,23960,에쓰씨엔지니어링,64102,토목 건설업,10176982,5088491000,500,원(KRW),02-2167-9090,서울특별시 영등포구 여의도동 23-6 한국HP빌딩
455,KRX:078520,78520,에이블씨엔씨,32004,기타 화학제품 제조업,14003642,7001821000,500,원(KRW),02-6292-6789,서울특별시 금천구 가산디지털1로 119 SK트윈테크타워 A동 3층
456,KRX:015260,15260,에이엔피,32602,전자부품 제조업,41901467,20950733500,500,원(KRW),032-676-9700,경기도 부천시 원미구 도약로 300 (주)에이엔피
457,KRX:036570,36570,엔씨소프트,106301,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개서비스업",21929022,10964511000,500,원(KRW),02-2186-3300,서울특별시 강남구 테헤란로 509(삼성동)
458,KRX:138250,138250,엔에스쇼핑,74709,무점포 소매업,3369600,16848000000,5000,원(KRW),02-6336-1516,경기도 성남시 분당구 판교로228번길 15
